Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,7/10/2017,8.5,K K Hotel George, United States of America , London hotel rooms are very small There was very little storage Would have liked to have some drawers however small for storage ,24,1831, Breakfast buffet was more than satisfactory Plenty of choices for all Bed was very comfortable Bathroom shower was powerful and plenty of hot water Location could not have been better Very short walk to underground Beautiful gardens at the rear of hotel Very quiet in spite of being close to Earl s Court Rd Staff was friendly and helpful Everyone was very easy to deal with ,68,2,9.2,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 4 nights ']",24 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,7/6/2017,8.5,K K Hotel George, Australia , The room for three people was on the small side ,12,1831, There was a beautiful garden at the back of the property where guests could relax in the sunshine read order a drink etc A great location very close to Earls Court restaurants and tube Good breakfast ,38,4,9.6,"[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 4 nights ']",28 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/30/2017,8.5,K K Hotel George, United Kingdom , Room wasn t ready on arrival after travelling from Leeds to London and phoning 2hours away to reserve parking Rude receptionist to girlfriend about parking as it wasn t our fault someone had taken our space We arrived at 16 00 and our room wasn t ready so was given a complimentary drink each and half an hour later still wasn t ready and being told it would be a further 40minutes Just wasn t good enough as we were only staying for 1 night and had a concert to go to ,94,1831, Fantastic location very clean room someone called Leanne I think on reception was helpful and kind Breakfast was lovely great choice ,23,3,5.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",34 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/27/2017,8.5,K K Hotel George, United Kingdom , Our room allocated wasn t up to our expectations bathroom was to small when you opened bathroom door you banged into the toilet We had to require a different room at an extra cost of 30 a night ,40,1831, Breakfast was excellent Staff in the restaurant were very pleasant especially the lady who took our room numbers showed us to our table ,25,3,6.7,"[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",37 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/27/2017,8.5,K K Hotel George, United Kingdom , The cooked elements of breakfast could have been better but the continental selection was very good ,18,1831, The garden was a bonus Lovely area to have some quiet time and enjoy a drink Secure parking was also a good feature ,25,12,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",37 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/25/2017,8.5,K K Hotel George, United Kingdom , The room was a lot smaller than advertised I requested a room on the top floor was originally put on the 2nd floor They changed me to a room on the top floor only to find out at 1am that the room had previous electrical issues that they knew about which hadn t been resolved and caused a loud knocking noise Once reported to the front desk I was asked to move rooms at 1am No assistance was offered Second room was slightly larger than the first but not by much I thought the breakfast was a good quality but pretty overpriced Beds were rather stiff but not entirely uncomfortable I didn t find the staff very friendly They weren t mean they just didn t seem very keen on being pleasant bad day maybe The gym is not worth calling a gym Has some meager cardio equipment no real ventilation no tv ,155,1831, Great location it s easy to find and incredibly close to the Earl s Court Underground station Clean Quiet Breakfast was a good quality and selection Nice pillows Lovely large windows in the rooms with beautiful billowing curtains Newly remodeled marble slate bathroom Mini fridge in room Desk had a mirror so it doubled as a great place to do hair and make up Beautiful garden area I didn t get to spend much time out back but it s worth buying a glass of wine and hanging out with some friends in that area ,97,5,7.1,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ']",39 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/25/2017,8.5,K K Hotel George, United Kingdom , Lower ground floor room L01 possibly the smallest bathroom I ve ever stayed in awful View from Windows not inspiring to see the rat traps outside Won t go back ,32,1831, Location first and foremost Lovely gardens ,8,2,5,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",39 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/24/2017,8.5,K K Hotel George, Italy , Dimensions of the room small But I m was a single room and Erls court London The space cost money as a traditional London hotel,26,1831, Very good hotel professional people s and very well organized Unfortunately the fitness area is veeery small maybe this hotel with this kind of level can evaluate in the best future to invest something more in space for this area Sauna was not available but o k i can accept this in summer period i hope this will not hapen during winter nothing more check always the price sometimes without promotion is not acceptable for this kind of structure I will pay for this not more than 150 p more than this price became not anymore competitive with similar hotel with same level,104,19,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",40 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/23/2017,8.5,K K Hotel George, Canada , Squeaky floors Difficult to go to the bathroom at night without waking my husband Also 4th floor our window didn t open to the outside ,27,1831, Clean comfy beds Beautiful gardens Excellent helpful staff ,10,1,7.1,"[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 3 nights ']",41 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/11/2017,8.5,K K Hotel George, United States of America ,No Negative,0,1831, The staff were all so professional and friendly They really made the entire visit special and went out of their way to accommodate every inquiry or request we made The hotel itself was clean and the location to get on the Earl s Court tube was really convenient for all of our planned excursions I would totally recommend the K K Hotel George ,65,1,9.6,"[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",53 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/7/2017,8.5,K K Hotel George, United States of America , Not once during our four day stay including when we arrived to check in did any staff member speak to us before being spoken to first We were the only guests in the reception area when we checked in Not one single welcome good morning or hello in four days And we were not disgruntled or asking for any special requirements It was a very nice property but that indifferent attitude was a striking difference from every other small hotel and B B in which we stayed on this three week UK vacation We would not recommend K K Hotel George nor would we return ourselves ,108,1831, Small but modern and well furnished room Nice linens and a superior small bathroom ,16,3,7.1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",57 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,6/5/2017,8.5,K K Hotel George, Sweden , The hotel only support to call their contracted taxi which is expensive and unsafe when we paid by credit card they have no cashier mashine in the car instead they called the back office we had to tell them our credit card no expire month and the security no through the mobile phone this is very riskful for us The hotel should improve their taxi service raise the safety requirement to their contracted taxi company ,77,1831, Very comfortable bed with two kind of pillows one higher and one lower that suit different need in our family The hotel has a inside garden beautiful English style where you feel relax with a glass of beer It s very close to the Earl s court station but still loated on a quite street you can keep the window open while you sleep during the night We like this hotel ,73,2,9.2,"[' Leisure trip ', ' Family with young children ', ' Executive King Room ', ' Stayed 1 night ']",59 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,5/31/2017,8.5,K K Hotel George, Germany , The front desk staff was not very informed regarding city happenings or tips Fortunately I could rely on the internet to answer more specific questions Additionally I was not entirely confident that they understood the questions I was asking in English ,43,1831, Fantastic breakfast buffet Great location Quiet rooms ,9,1,7.9,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",64 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,5/26/2017,8.5,K K Hotel George, Australia ,No Negative,0,1831, We stay at this hotel each time we are in London in a nice quiet street just a short walk to Earls Court underground station the staff are always friendly rooms are always cleaned properly it s just a nice place to return to after a long day in London Great buffet breakfast,54,5,10,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",69 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,5/13/2017,8.5,K K Hotel George, Australia ,No Negative,0,1831, Great position lovely having breakfast overlooking beautiful garden Which you could have a walk around or seat and relax Staff were very helpful and friendly ,27,5,10,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",82 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,5/9/2017,8.5,K K Hotel George, United States of America , Staff not very friendly Did their job but seldom smiled or made one feel welcomed ,17,1831, Location near the Earl s Court Underground VERY convenient Restaurants nearby Good location away from the tourist bustle but very easy to get around London via the Tube ,30,1,6.3,"[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 4 nights ']",86 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,5/5/2017,8.5,K K Hotel George, United States of America , Room size too small and it was too hot Our window was too small and It good lighting We stayed on the 4th floor and I believ that room should not be used but perhaps converted to a larger room or storage since the lighting was poor from this awkward size window Breakfast was ok but they started taking things away and cleaning while we were still there ,70,1831, The staff was very helpful,6,2,6.7,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",90 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,4/23/2017,8.5,K K Hotel George, United States of America , The room was a little stuffy They didn t have AC on yet Probably too early in the season Shower sometimes went hot and then cold ,28,1831, Hotel was nice and comfortable Very clean Room was a bit small but adequate Staff was friendly and helpful The location was great because it was a 4 minute walk from 2 underground lines Plenty of restaurants convenience stores and ATM nearby ,44,3,8.3,"[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",102 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,4/9/2017,8.5,K K Hotel George, Netherlands , The shower temperature was changing all the time from freezing to boiling and back ,16,1831, We really liked the breakfast There was a wide choice of food The hotel is in a nice neighbourhood with many good quality restaurants It is also close to the subway station ,34,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",116 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/31/2017,8.5,K K Hotel George, India ,No Negative,0,1831, Room as advertised excellent location a 2 minute walk to buses and the tube Friendly and helpful front desk staff Would love to stay here on our next London trip too ,33,2,10,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ']",125 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/31/2017,8.5,K K Hotel George, United Kingdom , choice of food in bar wasn t too good but there are lots of great places to eat nearby so there was no problem ,26,1831, quiet comfy room Very helpful staff Excellent location just off the Earls Court tube and lots of excellent places to eat close by ,25,3,10,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",125 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/31/2017,8.5,K K Hotel George, United Kingdom , The fact the windows don t open and the room was hot and stuffy and the bed was hard it was necessary to switch heating off put aircon on maximum and then of course it was noisy and even so there was no fresh air which is essential,49,1831, Closeness to Piccadilly Line and general ambience of the hotel,11,62,8.3,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",125 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/27/2017,8.5,K K Hotel George, Canada , The rooms are very small we had trouble fitting 2 suitcases in The price is fairly high even by London s standards and breakfast was extra ,28,1831, The location is excellent direct route from the airport at Heathrow The hotel is clean and modern and has basic amenities breakfast room bar The street is quiet A good hotel if travelling on business ,37,1,7.1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']",129 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/26/2017,8.5,K K Hotel George, Australia , The room is a little small and the decor is dated ,13,1831, The staff were superb very helpful and friendly The hotel is in an excellent position close to the Underground station and easy to get to The room was very clean and well serviced each day ,37,7,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",130 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/11/2017,8.5,K K Hotel George, United Kingdom , Air con seemed to be set on winter warmer but easily resolved switched it off and opened window simples ,21,1831, The location was excellent 2 mins from tube and walkable to several locations Kensington Palace Albert Hall Knightsbridge etc if you re reasonably mobile We received a complimentary upgrade on the room Bed was lovely and comfortable Hotel was lovely Staff friendly and attentive As is just off main road nice and quiet Can t review facilities as we spent all day and night out in the city but what we saw and read it had all you need I always judge things on whether you d return and in this case yes I would You ll probably be able to get cheaper elsewhere but when you walk in you will realise why Lovely hotel for a special occasion ,121,2,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",145 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/9/2017,8.5,K K Hotel George, Finland , We needed gluten free breakfast and ordered it beforehand but the serving was not safe The toasts were but nothing else not The table was set up in the way that cross contamination was difficult to avoid Also bacon eggs and potato cakes were cooked in the same oven and served together Potato cakes had gluten including flours They seemed to have no idea what exactly it all means to serve safe gluten free food ,77,1831, We had gluten free breakfast They had separate toaster for gluten free breads But I can not recommend the breakfast or eating there at all for people who need to follow strict gluten free diet Otherwise I can not complain great full wide ranging and diverse breakfast I just could not eat it Still for sure I could stay there for another time and bring my husband for the breakfast Enough for a big man It was great to have opportunity to print out your boarding passes after on line check in before leaving the hotel ,98,9,7.9,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights ']",147 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/8/2017,8.5,K K Hotel George, Saudi Arabia , breakfast the same everyday not much options but good and clean fitness center has one machine and they call fitness center small rooms ,25,1831, friendly stuff clean location,5,4,8.3,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 5 nights ']",148 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,3/2/2017,8.5,K K Hotel George, Sweden , Breakfast was crowded at times and the selection of food was ok but not great ,17,1831, Perfect location close to all transports Nice and clean hotel Friendly staff and a really nice garden The area was nice and quiet ,25,1,7.9,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ']",154 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/28/2017,8.5,K K Hotel George, United States of America , Rooms could be updated that being said everything is functional and very clean ,15,1831, I absolutely love this hotel The staff is great the rooms are small but comfortable The location cannot be beat This hotel is a 2 min walk to the tube station and from there you can get anywhere you need to go ,44,2,9.6,"[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 4 nights ']",156 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/19/2017,8.5,K K Hotel George, United Kingdom , Bed was too soft bathroom a wee bit small for manoeuvring in ,14,1831, Location for tube and central London plus some nice restaurants close by too Staff were very pleasant Breakfast was fresh and plentiful choice too ,26,10,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ']",165 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/14/2017,8.5,K K Hotel George, China , The wifi is only 500kb s which isn t fast by today s standards The power socket near the bed was loosen I can t charge my phone ,30,1831, Generally it s a wonderful experience The hotel is within walking distance of Earl s court station very convenient location There re cafe bakery fast food supermarket very near to the hotel The staffs at the reception are polite and helpful especially a gentleman The room space is sufficient there s no problem to put two large suitcases The TV is new and major English TV programs are provided Mattress is comfortable it s glad to find water boiler in the room so I can make some tea Complimentary mint chocolate and drinking water are provided The cleanness is excellent no dirty spot is found Bath towels and amenities are changed everyday The surrounding area is safe to hang around during night It costs only around 100 pounds per night which is a good deal ,137,2,9.6,"[' Leisure trip ', ' Travelers with friends ', ' Classic Twin Room ', ' Stayed 11 nights ', ' Submitted from a mobile device ']",170 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/13/2017,8.5,K K Hotel George, Belgium ,No Negative,0,1831, The breakfast was perfect very clean parking was easy to reach and available even we left the hotel one night to go to Leeds Very kind of the hotel ,31,18,9.2,"[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",171 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/13/2017,8.5,K K Hotel George, United Kingdom , We were put in a basement room which certainly wouldn t have classed as a 4 star room How ever it was clean and bed was comfortable ,29,1831, The location is definitely the main selling point,9,1,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",171 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/12/2017,8.5,K K Hotel George, United Kingdom , Wifi is ridiculously slow and fiddly to connect using Chrome Breakfast coffee was only average,16,1831, Good quality breakfast food friendly and efficient staff,9,8,9.2,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",172 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/10/2017,8.5,K K Hotel George, Canada , We choose to personally take our laundry to be cleaned as it was 1 10 th of the cost of what the hotel was going to charge this was very excessive The room was very warm but we managed by keeping the windows and drapes open ,48,1831, Staff was very friendly and helpful The location was great The room was very quiet ,17,1,10,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 4 nights ']",174 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/9/2017,8.5,K K Hotel George, United Kingdom , Not convinced that solo travellers are treated with the same consideration as others for room location in the hotel in particular,22,1831, Great Location with very easy access to public transport and popular location Major Shopping streets walkable A very comfortable hotel,21,28,9.2,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",175 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/4/2017,8.5,K K Hotel George, Australia , Top floor rooms were so small had to leave one suitcase in the car as unable to fit it in Rooms very hot and had to have windows open in sub zero temperatures Shower over bath tub was dangerously erratic with cold water rapidly displaced by scalding water and no non slip mat or stickers in bath Lethal combination for the elderly or children Second room key not allowed by the hotel s security so had to call reception to let us in if separated Front desk staff very dismissive ,92,1831, Beds very comfortable Pleasant and necessary lounge area off reception with excellent bar staff Area good for restaurants ,20,3,5.8,"[' Leisure trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",180 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,2/3/2017,8.5,K K Hotel George, United Kingdom , The breakfast staff were not helpful When we went for breakfast the restaurant was busy and we were asked to wait about 5 minutes to be seated They forgot about us and we had to approach them about our table After 25 minutes we were finally seated I was so upset I did not have a breakfast and left the restaurant in disgust at our treatment We won t be back,72,1831, Staff were courteous and helpful,6,4,6.7,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",181 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/30/2017,8.5,K K Hotel George, United Kingdom ,No Negative,0,1831, Location is excellent and easy to get into central London and choice of local restaurants fab Staff at the hotel are friendly and accommodating Rooms are spacious very comfortable and clean Breakfast options excellent and Bar area very comfortable and cosy Big plus is underground parking at the hotel also Fab experience all round ,56,1,9.6,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ']",185 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/27/2017,8.5,K K Hotel George, United States of America , couldn t work out how to crank DOWN the heating in the room Bathroom is miniscule Mini bar was very limited with its choice,25,1831, good sized room for the price and wonderfully located having its own bar and restaurant on site was a bonus despite there being countless foodie drinkie options outside their doors ,32,1,7.9,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 3 nights ']",188 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/25/2017,8.5,K K Hotel George, Israel ,No Negative,0,1831, Excellent location near major railway lines Easy to get from the airport Friendly and helpful staff A homely atmosphere and personal attention Highly recommended ,26,12,10,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 5 nights ']",190 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/24/2017,8.5,K K Hotel George, Isle of Man , Breakfast is expensive especially when I have already paid over 90 for a standard room per night ,19,1831, Location for Central London is perfect Hotel is very clean ,12,9,10,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",191 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/23/2017,8.5,K K Hotel George, France , mistake over payments and noise due to creaky floorbords Also It would ve been nice if we were told beforehand that a 60 euros deposit would be required regarding potential mini bar consumptions When we refused to comply the person in charge told us curtly that our mini bar shall be emptied fothwith ,55,1831, very good location restaurants and supermarkets around and the clineanliness of the hotel ,15,3,7.9,"[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 2 nights ']",192 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/23/2017,8.5,K K Hotel George, Norway , The only thing I can think of is that i would have preferred not to have a wall to wall carpet in the room but it seemed clean so it was no big deal ,36,1831, Superfriendly staff comfortable beds safe in the closet and the housekeeping was superb they even made the bed extra nice for my daughter by tucking in her Teddybears 3 Clean bathroom nice shower and the room was nice and quiet for my daughter to sleep in the evening Unfortunately it was winter so we did not get the opportunity to spend time in the garden but it made a nice view from the window in our room and at the breakfast table The underground is only a 2 minute walk so getting around was very easy I am overall very satisfied with my stay at this hotel and would recommend it ,113,2,9.6,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 3 nights ']",192 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/18/2017,8.5,K K Hotel George, Canada ,No Negative,0,1831, I especially liked my room s well operating walk in non slip shower and bathroom an amenity not always found in other London hotels I also liked the comfortable bed the size of room the good elevators lifts and the proximity to Earl s Court Tube buses cafes shops and ATMs ,53,8,10,"[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 7 nights ']",197 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/16/2017,8.5,K K Hotel George, United States of America ,No Negative,0,1831, Thank you K K Hotel George at Earl s Court you assured our stay in London was fun and despite some snow cozy and pleasant Thank you for accommodating our every need from booking theatre tickets to providing cutlery for our take away even letting us borrow the HDMI cable from the business centre Everyone is so knowledgeable and helpful and kind Cannot wait try your other locations thank you again kkhotelgeorge kkhotelgeorge,74,1,10,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",199 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/15/2017,8.5,K K Hotel George, United Kingdom , I had to ask at breakfast all 3 mornings we were there for coffee and re fills I think it would be better to have coffee on the buffet as you could just help yourself like you could with tea,41,1831, Very good location for tube station and getting around all the sights and shows we had pre booked,19,2,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",200 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/13/2017,8.5,K K Hotel George, United States of America , My one complaint is the overly soft mattresses It was not good for my back ,17,1831, Friendly helpful staff The facilities are good including the bar The Earl s Court tube station is just a few steps away and this station has access to several useful lines For what you get the prices are reasonable Very nice breakfast buffet ,45,4,8.8,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 5 nights ']",202 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/9/2017,8.5,K K Hotel George, Switzerland , The mattress wasn t comfortable and the pillows were way too soft I had a neck ache the next morning The room was super tiny We stayed at the Hilton Bankside and the room was so spacious in comparison ,41,1831, The location was just 3 4 minutes from Earl s Court Paul s was also opposite the Underground station making it very convenient to pop by for breakfast excellent Espresso Cappucino and freshly baked pastries by the way before heading off for sightseeing ,45,5,6.7,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",206 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,1/3/2017,8.5,K K Hotel George, United Kingdom , Temperature in the room was difficult to regulate ,10,1831, The staff are really helpful and accommodating Nothing was too much trouble The hotel is very pretty in a great location with a cosy bar area I have stayed here several times and will definitely stay again ,39,2,10,"[' Business trip ', ' Group ', ' Classic Double Room ', ' Stayed 1 night ']",212 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,12/30/2016,8.5,K K Hotel George, United Kingdom , I don t know if it was because I booked through Booking com but seemed to get the worst room in the place Underground with no view Unable to book breakfast for second day at the reduced price as I should have done it on check in I didn t know what I was going to be doing on check in Tea and biscuits not replenished the second day ,71,1831, The location,3,3,5.4,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",216 day,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,12/30/2016,8.5,K K Hotel George, Liechtenstein , Really nothing this was a perfect choice ,9,1831, The entire staff were friendly courteous and helpful The room was clean and quiet and the breakfast was excellent as was the location 4 minute walk to the underground tube just perfect ,34,1,10,"[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",216 day,51.4918878,-0.1949706
